Half,Clock,Play,Score,game_id,home_id,away_id,game_date
1,10:02,Substitution PC: out Garwey Dual,16 - 18,5254275,561042,560695,2024-03-20
1,10:02,Timeout short PC,16 - 16,5254275,561042,560695,2024-03-20
1,10:02,2pt layup (2nd chance;off turnover) (under the basket) made by Quinten Post(BCU),16 - 16,5254275,561042,560695,2024-03-20
1,10:04,"2pt pull up jump shot (off turnover) (inside right) missed by Donald Hand Jr.(BCU), rebound offensive Quinten Post(BCU)",14 - 16,5254275,561042,560695,2024-03-20
1,10:11,"Turnover bad pass (inside right) Jayden Pierre(PC), steal Mason Madsen(BCU)",14 - 16,5254275,561042,560695,2024-03-20
1,10:31,2pt pull up jump shot (off turnover) (in the paint) made by Mason Madsen(BCU),14 - 16,5254275,561042,560695,2024-03-20
1,10:49,"Foul offensive (back court) Josh Oduro(PC), turnover offensive Josh Oduro(PC), foul on Claudell Harris Jr.(BCU)",12 - 16,5254275,561042,560695,2024-03-20
1,10:59,"2pt pull up jump shot (inside left) missed by Claudell Harris Jr.(BCU), rebound defensive Garwey Dual(PC)",12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution BCU: in Mason Madsen,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution BCU: in Prince Aligbe,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution BCU: out Devin McGlockton,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution BCU: out Jaeden Zackery,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution PC: in Rafael Castro,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution PC: in Garwey Dual,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution PC: out Donovan Santoro,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Substitution PC: out Davonte Gaines,12 - 16,5254275,561042,560695,2024-03-20
1,11:21,Timeout commercial,12 - 16,5254275,561042,560695,2024-03-20
1,11:23,2pt dunk (off turnover;fast break) (under the basket) made by Davonte Gaines(PC),12 - 16,5254275,561042,560695,2024-03-20
1,11:27,"Turnover lost ball (inside left) Jaeden Zackery(BCU), steal Davonte Gaines(PC)",12 - 14,5254275,561042,560695,2024-03-20
1,11:43,"3pt jump shot (outside right wing) made by Jayden Pierre(PC), assist Corey Floyd, Jr.(PC)",12 - 14,5254275,561042,560695,2024-03-20
1,12:07,2pt driving layup (in the paint) made by Quinten Post(BCU),12 - 11,5254275,561042,560695,2024-03-20
1,12:23,"3pt jump shot (outside right) missed by Jayden Pierre(PC), rebound defensive Donald Hand Jr.(BCU)",10 - 11,5254275,561042,560695,2024-03-20
1,12:30,"Foul personal (inside center) Quinten Post(BCU), foul on Josh Oduro(PC)",10 - 11,5254275,561042,560695,2024-03-20
1,12:47,Free throw 2 of 2 (2nd chance) made by Quinten Post(BCU),10 - 11,5254275,561042,560695,2024-03-20
1,12:47,Free throw 1 of 2 (2nd chance) made by Quinten Post(BCU),9 - 11,5254275,561042,560695,2024-03-20
1,12:47,Foul personal (shooting;2 free throws) (under the basket) Davonte Gaines(PC),8 - 11,5254275,561042,560695,2024-03-20
1,12:48,"2pt layup (blocked) (in the paint) missed by Quinten Post(BCU), block Davonte Gaines(PC), rebound offensive Quinten Post(BCU)",8 - 11,5254275,561042,560695,2024-03-20
1,13:15,Free throw 3 of 3 (2nd chance) made by Davonte Gaines(PC),8 - 11,5254275,561042,560695,2024-03-20
1,13:15,Free throw 2 of 3 (2nd chance) made by Davonte Gaines(PC),8 - 10,5254275,561042,560695,2024-03-20
1,13:15,Free throw 1 of 3 (2nd chance) made by Davonte Gaines(PC),8 - 9,5254275,561042,560695,2024-03-20
1,13:15,Substitution BCU: in Donald Hand Jr.,8 - 8,5254275,561042,560695,2024-03-20
1,13:15,Substitution BCU: out Mason Madsen,8 - 8,5254275,561042,560695,2024-03-20
1,13:15,Substitution PC: in Donovan Santoro,8 - 8,5254275,561042,560695,2024-03-20
1,13:15,Substitution PC: out Garwey Dual,8 - 8,5254275,561042,560695,2024-03-20
1,13:15,Timeout commercial,8 - 8,5254275,561042,560695,2024-03-20
1,13:15,Foul personal (shooting;3 free throws) (outside right wing) Mason Madsen(BCU),8 - 8,5254275,561042,560695,2024-03-20
1,13:27,"3pt jump shot (outside center) missed by Josh Oduro(PC), rebound offensive Garwey Dual(PC)",8 - 8,5254275,561042,560695,2024-03-20
1,13:36,"2pt pull up jump shot (inside left) missed by Claudell Harris Jr.(BCU), rebound defensive Corey Floyd, Jr.(PC)",8 - 8,5254275,561042,560695,2024-03-20
1,14:08,2pt turnaround jump shot (2nd chance) (in the paint) made by Josh Oduro(PC),8 - 8,5254275,561042,560695,2024-03-20
1,14:22,"3pt jump shot (outside left) missed by Garwey Dual(PC), rebound offensive Josh Oduro(PC)",8 - 6,5254275,561042,560695,2024-03-20
1,14:30,"2pt hook shot (in the paint) missed by Quinten Post(BCU), rebound defensive Davonte Gaines(PC)",8 - 6,5254275,561042,560695,2024-03-20
1,14:46,"2pt driving layup (in the paint) made by Corey Floyd, Jr.(PC)",8 - 6,5254275,561042,560695,2024-03-20
1,15:17,"2pt layup (off turnover;fast break) (under the basket) made by Mason Madsen(BCU), assist Jaeden Zackery(BCU)",8 - 4,5254275,561042,560695,2024-03-20
1,15:21,"Turnover lost ball (outside center) Jayden Pierre(PC), steal Jaeden Zackery(BCU)",6 - 4,5254275,561042,560695,2024-03-20
1,15:34,"2pt layup (in the paint) made by Devin McGlockton(BCU), assist Mason Madsen(BCU)",6 - 4,5254275,561042,560695,2024-03-20
1,15:53,2pt turnaround jump shot (inside left) made by Josh Oduro(PC),4 - 4,5254275,561042,560695,2024-03-20
1,16:12,"2pt jump shot (off turnover) (in the paint) missed by Quinten Post(BCU), rebound defensive Josh Oduro(PC)",4 - 2,5254275,561042,560695,2024-03-20
1,16:25,Turnover bad pass (outside left) Jayden Pierre(PC),4 - 2,5254275,561042,560695,2024-03-20
1,16:39,"3pt jump shot (outside left) missed by Devin McGlockton(BCU), rebound defensive (team) PC",4 - 2,5254275,561042,560695,2024-03-20
1,16:50,"3pt jump shot (outside center) missed by Davonte Gaines(PC), rebound defensive Mason Madsen(BCU)",4 - 2,5254275,561042,560695,2024-03-20
1,17:30,"2pt jump shot (inside left) made by Claudell Harris Jr.(BCU), assist Jaeden Zackery(BCU)",4 - 2,5254275,561042,560695,2024-03-20
1,17:32,"Foul personal (in the paint) Davonte Gaines(PC), foul on Jaeden Zackery(BCU)",2 - 2,5254275,561042,560695,2024-03-20
1,17:44,2pt driving layup (under the basket) made by Jayden Pierre(PC),2 - 2,5254275,561042,560695,2024-03-20
1,17:59,"3pt jump shot (outside left) missed by Jaeden Zackery(BCU), rebound defensive Corey Floyd, Jr.(PC)",2 - 0,5254275,561042,560695,2024-03-20
1,18:11,"2pt turnaround jump shot (2nd chance) (in the paint) missed by Josh Oduro(PC), rebound defensive Mason Madsen(BCU)",2 - 0,5254275,561042,560695,2024-03-20
1,18:20,"3pt jump shot (outside right wing) missed by Davonte Gaines(PC), rebound offensive Josh Oduro(PC)",2 - 0,5254275,561042,560695,2024-03-20
1,18:43,"3pt pull up jump shot (outside right) missed by Mason Madsen(BCU), rebound defensive Josh Oduro(PC)",2 - 0,5254275,561042,560695,2024-03-20
1,18:55,"3pt jump shot (outside left) missed by Corey Floyd, Jr.(PC), rebound defensive Mason Madsen(BCU)",2 - 0,5254275,561042,560695,2024-03-20
1,19:11,"2pt layup (off turnover) (under the basket) made by Devin McGlockton(BCU), assist Jaeden Zackery(BCU)",2 - 0,5254275,561042,560695,2024-03-20
1,19:26,Turnover shot clock (team) (outside left wing) PC,0 - 0,5254275,561042,560695,2024-03-20
1,19:28,"3pt jump shot (outside left wing) missed by Jayden Pierre(PC), rebound offensive dead ball PC",0 - 0,5254275,561042,560695,2024-03-20
1,20:00,"Jump ball start period, won Josh Oduro(PC), lost Quinten Post(BCU)",0 - 0,5254275,561042,560695,2024-03-20
1,20:00,Period start,0 - 0,5254275,561042,560695,2024-03-20
1,20:00,Game start,0 - 0,5254275,561042,560695,2024-03-20
2,01:02,Timeout full Xav,74 - 76,5254279,560924,561259,2024-03-20
2,01:09,"3pt jump shot (outside center) missed by Noah Thomasson(UGA), rebound defensive Desmond Claude(Xav)",74 - 76,5254279,560924,561259,2024-03-20
2,01:35,"2pt jump shot (inside center) made by Dayvion McKnight(Xav), assist Abou Ousmane(Xav)",74 - 76,5254279,560924,561259,2024-03-20
2,02:03,"2pt layup (2nd chance) (under the basket) missed by RJ Melendez(UGA), rebound defensive Lazar Djokovic(Xav)",72 - 76,5254279,560924,561259,2024-03-20
2,02:07,"3pt jump shot (2nd chance) (outside left) missed by Noah Thomasson(UGA), rebound offensive RJ Melendez(UGA)",72 - 76,5254279,560924,561259,2024-03-20
2,02:22,"2pt driving layup (blocked) (in the paint) missed by Silas Demary Jr.(UGA), block Abou Ousmane(Xav), rebound offensive (team) UGA",72 - 76,5254279,560924,561259,2024-03-20
2,02:33,Substitution UGA: in Justin Hill,72 - 76,5254279,560924,561259,2024-03-20
2,02:33,Substitution UGA: out Jalen DeLoach,72 - 76,5254279,560924,561259,2024-03-20
2,02:33,Timeout full UGA,72 - 76,5254279,560924,561259,2024-03-20
2,02:41,"3pt jump shot (outside right) made by Lazar Djokovic(Xav), assist Desmond Claude(Xav)",72 - 76,5254279,560924,561259,2024-03-20
2,02:56,"2pt layup (under the basket) missed by Russel Tchewa(UGA), rebound defensive Abou Ousmane(Xav)",69 - 76,5254279,560924,561259,2024-03-20
2,03:19,"2pt jump shot (blocked) (in the paint) missed by Desmond Claude(Xav), block RJ Melendez(UGA), rebound defensive Jalen DeLoach(UGA)",69 - 76,5254279,560924,561259,2024-03-20
2,03:34,"Free throw 1 of 1 missed by Noah Thomasson(UGA), rebound defensive Quincy Olivari(Xav)",69 - 76,5254279,560924,561259,2024-03-20
2,03:34,Foul personal (one and one) (inside center) Abou Ousmane(Xav),69 - 76,5254279,560924,561259,2024-03-20
2,03:52,3pt jump shot (outside center) made by Desmond Claude(Xav),69 - 76,5254279,560924,561259,2024-03-20
2,04:00,Substitution Xav: in Lazar Djokovic,66 - 76,5254279,560924,561259,2024-03-20
2,04:00,Substitution Xav: out Kachi Nzeh,66 - 76,5254279,560924,561259,2024-03-20
2,04:00,Timeout commercial,66 - 76,5254279,560924,561259,2024-03-20
2,04:00,"Foul personal (inside left) Silas Demary Jr.(UGA), foul on Dayvion McKnight(Xav)",66 - 76,5254279,560924,561259,2024-03-20
2,04:08,"2pt jump shot (inside center) missed by Silas Demary Jr.(UGA), rebound defensive Kachi Nzeh(Xav)",66 - 76,5254279,560924,561259,2024-03-20
2,04:17,"2pt layup (in the paint) missed by Kachi Nzeh(Xav), rebound defensive Russel Tchewa(UGA)",66 - 76,5254279,560924,561259,2024-03-20
2,04:32,Timeout short UGA,66 - 76,5254279,560924,561259,2024-03-20
2,04:32,"2pt layup (under the basket) made by RJ Melendez(UGA), assist Jalen DeLoach(UGA)",66 - 76,5254279,560924,561259,2024-03-20
2,04:49,3pt jump shot (outside right) made by Desmond Claude(Xav),66 - 74,5254279,560924,561259,2024-03-20
2,04:58,Substitution UGA: in Jalen DeLoach,63 - 74,5254279,560924,561259,2024-03-20
2,04:58,Substitution UGA: out RJ Sunahara,63 - 74,5254279,560924,561259,2024-03-20
2,05:06,Substitution Xav: in Kachi Nzeh,63 - 74,5254279,560924,561259,2024-03-20
2,05:06,Substitution Xav: out Lazar Djokovic,63 - 74,5254279,560924,561259,2024-03-20
2,05:12,"Free throw 1 of 1 missed by Silas Demary Jr.(UGA), rebound defensive Abou Ousmane(Xav)",63 - 74,5254279,560924,561259,2024-03-20
2,05:12,Foul personal (one and one) (outside center) Lazar Djokovic(Xav),63 - 74,5254279,560924,561259,2024-03-20
2,05:24,"2pt driving layup (in the paint) missed by Lazar Djokovic(Xav), rebound defensive Russel Tchewa(UGA)",63 - 74,5254279,560924,561259,2024-03-20
2,05:46,"2pt jump shot (inside right wing) missed by RJ Melendez(UGA), rebound defensive Dayvion McKnight(Xav)",63 - 74,5254279,560924,561259,2024-03-20
2,06:03,"2pt floating jump shot (in the paint) made by Desmond Claude(Xav), assist Quincy Olivari(Xav)",63 - 74,5254279,560924,561259,2024-03-20
2,06:18,2pt driving layup (under the basket) made by Silas Demary Jr.(UGA),61 - 74,5254279,560924,561259,2024-03-20
2,06:29,Free throw 2 of 2 made by Lazar Djokovic(Xav),61 - 72,5254279,560924,561259,2024-03-20
2,06:29,Substitution UGA: in RJ Melendez,60 - 72,5254279,560924,561259,2024-03-20
2,06:29,Substitution UGA: in Noah Thomasson,60 - 72,5254279,560924,561259,2024-03-20
2,06:29,Substitution UGA: out Justin Hill,60 - 72,5254279,560924,561259,2024-03-20
2,06:29,Substitution UGA: out Blue Cain,60 - 72,5254279,560924,561259,2024-03-20
2,06:29,Free throw 1 of 2 made by Lazar Djokovic(Xav),60 - 72,5254279,560924,561259,2024-03-20
2,06:29,"Foul personal (shooting;2 free throws) (in the paint) RJ Sunahara(UGA), foul on Lazar Djokovic(Xav)",59 - 72,5254279,560924,561259,2024-03-20
2,06:50,"2pt jump shot (blocked) (in the paint) missed by Justin Hill(UGA), block Abou Ousmane(Xav), rebound defensive Abou Ousmane(Xav)",59 - 72,5254279,560924,561259,2024-03-20
2,07:20,2pt driving layup (off turnover) (under the basket) made by Desmond Claude(Xav),59 - 72,5254279,560924,561259,2024-03-20
2,07:30,Substitution Xav: in Lazar Djokovic,57 - 72,5254279,560924,561259,2024-03-20
2,07:30,Substitution Xav: out Kachi Nzeh,57 - 72,5254279,560924,561259,2024-03-20
2,07:30,Substitution UGA: in Silas Demary Jr.,57 - 72,5254279,560924,561259,2024-03-20
2,07:30,Substitution UGA: out Noah Thomasson,57 - 72,5254279,560924,561259,2024-03-20
2,07:30,Timeout commercial,57 - 72,5254279,560924,561259,2024-03-20
2,07:30,"Foul personal (inside right) Blue Cain(UGA), foul on Quincy Olivari(Xav)",57 - 72,5254279,560924,561259,2024-03-20
2,07:33,"Turnover bad pass (inside left) Blue Cain(UGA), steal Quincy Olivari(Xav)",57 - 72,5254279,560924,561259,2024-03-20
2,07:51,"2pt floating jump shot (in the paint) missed by Desmond Claude(Xav), rebound defensive Russel Tchewa(UGA)",57 - 72,5254279,560924,561259,2024-03-20
2,08:10,2pt driving layup (2nd chance) (in the paint) made by Blue Cain(UGA),57 - 72,5254279,560924,561259,2024-03-20
2,08:18,"2pt floating jump shot (in the paint) missed by Justin Hill(UGA), rebound offensive Russel Tchewa(UGA)",57 - 70,5254279,560924,561259,2024-03-20
2,08:38,2pt driving layup (under the basket) made by Desmond Claude(Xav),57 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution Xav: in Abou Ousmane,55 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution Xav: out Lazar Djokovic,55 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution UGA: in RJ Sunahara,55 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution UGA: out Dylan James,55 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution UGA: in Russel Tchewa,55 - 70,5254279,560924,561259,2024-03-20
2,08:50,Substitution UGA: out Frank Anselem-Ibe,55 - 70,5254279,560924,561259,2024-03-20
2,08:52,"2pt layup (2nd chance;off turnover;blocked) (under the basket) missed by Frank Anselem-Ibe(UGA), block Kachi Nzeh(Xav), rebound defensive (team) Xav",55 - 70,5254279,560924,561259,2024-03-20
2,08:52,2pt (2nd chance;off turnover) (under the basket) made by UGA,55 - 72,5254279,560924,561259,2024-03-20
2,08:58,"2pt layup (off turnover;blocked) (in the paint) missed by Justin Hill(UGA), block Kachi Nzeh(Xav), rebound offensive Frank Anselem-Ibe(UGA)",55 - 70,5254279,560924,561259,2024-03-20
2,09:03,"Turnover bad pass (in the paint) Kachi Nzeh(Xav), steal Blue Cain(UGA)",55 - 70,5254279,560924,561259,2024-03-20
2,09:15,"2pt turnaround jump shot (in the paint) missed by Justin Hill(UGA), rebound defensive Quincy Olivari(Xav)",55 - 70,5254279,560924,561259,2024-03-20
2,09:29,"3pt jump shot (off turnover) (outside left) missed by Quincy Olivari(Xav), rebound defensive Noah Thomasson(UGA)",55 - 70,5254279,560924,561259,2024-03-20
2,09:35,"Turnover lost ball (inside right) Dylan James(UGA), steal Quincy Olivari(Xav)",55 - 70,5254279,560924,561259,2024-03-20
2,09:55,"Foul personal (inside left) Kachi Nzeh(Xav), foul on Frank Anselem-Ibe(UGA)",55 - 70,5254279,560924,561259,2024-03-20
2,09:57,"2pt jump shot (inside left) missed by Blue Cain(UGA), rebound offensive dead ball UGA",55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution Xav: in Lazar Djokovic,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution Xav: out Bradley Colbert,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution UGA: in Dylan James,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution UGA: in Blue Cain,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution UGA: out Jalen DeLoach,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Substitution UGA: out RJ Melendez,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,Timeout commercial,55 - 70,5254279,560924,561259,2024-03-20
2,10:09,"Foul personal (inside left) Bradley Colbert(Xav), foul on Frank Anselem-Ibe(UGA)",55 - 70,5254279,560924,561259,2024-03-20
2,10:31,"3pt jump shot (2nd chance) (outside center) made by Desmond Claude(Xav), assist Kachi Nzeh(Xav)",55 - 70,5254279,560924,561259,2024-03-20
2,10:35,"2pt layup (under the basket) missed by Dayvion McKnight(Xav), rebound offensive Kachi Nzeh(Xav)",52 - 70,5254279,560924,561259,2024-03-20
2,10:47,"3pt jump shot (outside left) missed by RJ Melendez(UGA), rebound defensive Quincy Olivari(Xav)",52 - 70,5254279,560924,561259,2024-03-20
2,11:06,3pt jump shot (fast break) (outside left) made by Quincy Olivari(Xav),52 - 70,5254279,560924,561259,2024-03-20
2,11:11,"2pt driving layup (under the basket) missed by Noah Thomasson(UGA), rebound defensive Quincy Olivari(Xav)",49 - 70,5254279,560924,561259,2024-03-20
2,11:23,"3pt jump shot (outside right) missed by Quincy Olivari(Xav), rebound defensive Jalen DeLoach(UGA)",49 - 70,5254279,560924,561259,2024-03-20
2,11:30,"3pt jump shot (outside right) made by Noah Thomasson(UGA), assist RJ Melendez(UGA)",49 - 70,5254279,560924,561259,2024-03-20
2,11:41,"2pt hook shot (in the paint) made by Kachi Nzeh(Xav), assist Bradley Colbert(Xav)",49 - 67,5254279,560924,561259,2024-03-20
2,11:59,"Free throw 2 of 2 (2nd chance) missed by Frank Anselem-Ibe(UGA), rebound defensive Quincy Olivari(Xav)",47 - 67,5254279,560924,561259,2024-03-20
2,11:59,Substitution Xav: in Kachi Nzeh,47 - 67,5254279,560924,561259,2024-03-20
2,11:59,Substitution Xav: out Abou Ousmane,47 - 67,5254279,560924,561259,2024-03-20
2,11:59,Substitution UGA: in Noah Thomasson,47 - 67,5254279,560924,561259,2024-03-20
2,11:59,Substitution UGA: out Silas Demary Jr.,47 - 67,5254279,560924,561259,2024-03-20
2,11:59,"Free throw 1 of 2 (2nd chance) missed by Frank Anselem-Ibe(UGA), rebound offensive dead ball UGA",47 - 67,5254279,560924,561259,2024-03-20
2,11:59,"Foul personal (shooting;2 free throws) (under the basket) Abou Ousmane(Xav), foul on Frank Anselem-Ibe(UGA)",47 - 67,5254279,560924,561259,2024-03-20
2,11:59,"2pt jump shot (in the paint) missed by Silas Demary Jr.(UGA), rebound offensive Frank Anselem-Ibe(UGA)",47 - 67,5254279,560924,561259,2024-03-20
2,12:23,"2pt turnaround jump shot (inside left) made by Dayvion McKnight(Xav), assist Quincy Olivari(Xav)",47 - 67,5254279,560924,561259,2024-03-20
2,12:35,"2pt jump shot (2nd chance) (inside left wing) made by Silas Demary Jr.(UGA), assist Justin Hill(UGA)",45 - 67,5254279,560924,561259,2024-03-20
2,12:44,"2pt floating jump shot (in the paint) missed by Silas Demary Jr.(UGA), rebound offensive Frank Anselem-Ibe(UGA)",45 - 65,5254279,560924,561259,2024-03-20
2,12:55,"3pt jump shot (2nd chance) (outside center) made by Desmond Claude(Xav), assist Abou Ousmane(Xav)",45 - 65,5254279,560924,561259,2024-03-20
2,13:01,"3pt jump shot (outside left) missed by Quincy Olivari(Xav), rebound offensive Abou Ousmane(Xav)",42 - 65,5254279,560924,561259,2024-03-20
2,13:25,"2pt dunk (off turnover) (under the basket) made by Jalen DeLoach(UGA), assist Silas Demary Jr.(UGA)",42 - 65,5254279,560924,561259,2024-03-20
2,13:28,Substitution Xav: in Desmond Claude,42 - 63,5254279,560924,561259,2024-03-20
2,13:28,Substitution Xav: out Lazar Djokovic,42 - 63,5254279,560924,561259,2024-03-20
2,13:28,Substitution Xav: in Quincy Olivari,42 - 63,5254279,560924,561259,2024-03-20
2,13:28,Substitution Xav: out Trey Green,42 - 63,5254279,560924,561259,2024-03-20
2,13:24,"Foul personal (in the paint) Trey Green(Xav), foul on RJ Melendez(UGA)",42 - 63,5254279,560924,561259,2024-03-20
2,13:31,"Turnover bad pass (outside center) Trey Green(Xav), steal RJ Melendez(UGA)",42 - 63,5254279,560924,561259,2024-03-20
2,13:41,Substitution UGA: in Frank Anselem-Ibe,42 - 63,5254279,560924,561259,2024-03-20
2,13:41,Substitution UGA: out Russel Tchewa,42 - 63,5254279,560924,561259,2024-03-20
2,13:41,Timeout commercial,42 - 63,5254279,560924,561259,2024-03-20
2,13:41,Timeout short Xav,42 - 63,5254279,560924,561259,2024-03-20
2,13:48,"3pt jump shot (off turnover;fast break) (outside center) made by RJ Melendez(UGA), assist Justin Hill(UGA)",42 - 63,5254279,560924,561259,2024-03-20
2,13:55,"Turnover bad pass (in the paint) Lazar Djokovic(Xav), steal Jalen DeLoach(UGA)",42 - 60,5254279,560924,561259,2024-03-20
2,14:07,2pt step back jump shot (off turnover) (inside left) made by Silas Demary Jr.(UGA),42 - 60,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: in Bradley Colbert,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: in Abou Ousmane,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: in Trey Green,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: out Kachi Nzeh,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: out Quincy Olivari,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,Substitution Xav: out Desmond Claude,42 - 58,5254279,560924,561259,2024-03-20
2,14:18,"Foul personal (in the paint) Quincy Olivari(Xav), foul on Silas Demary Jr.(UGA)",42 - 58,5254279,560924,561259,2024-03-20
2,14:26,"Turnover lost ball (inside right) Quincy Olivari(Xav), steal Justin Hill(UGA)",42 - 58,5254279,560924,561259,2024-03-20
2,14:41,"2pt dunk (off turnover;fast break) (under the basket) made by RJ Melendez(UGA), assist Silas Demary Jr.(UGA)",42 - 58,5254279,560924,561259,2024-03-20
2,14:46,"Turnover bad pass (outside center) Quincy Olivari(Xav), steal Silas Demary Jr.(UGA)",42 - 56,5254279,560924,561259,2024-03-20
2,14:57,"2pt driving layup (in the paint) missed by RJ Melendez(UGA), rebound defensive Lazar Djokovic(Xav)",42 - 56,5254279,560924,561259,2024-03-20
2,15:10,"3pt jump shot (2nd chance) (outside left) missed by Quincy Olivari(Xav), rebound defensive RJ Melendez(UGA)",42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: in Jalen DeLoach,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: in RJ Melendez,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: in Justin Hill,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: out Dylan James,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: out Noah Thomasson,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Substitution UGA: out Blue Cain,42 - 56,5254279,560924,561259,2024-03-20
2,15:15,Jump ball held ball Xav,42 - 56,5254279,560924,561259,2024-03-20
2,15:17,"2pt floating jump shot (off turnover) (inside left) missed by Desmond Claude(Xav), rebound offensive Desmond Claude(Xav)",42 - 56,5254279,560924,561259,2024-03-20
2,15:31,Turnover out of bounds (outside right) Blue Cain(UGA),42 - 56,5254279,560924,561259,2024-03-20
2,15:34,"2pt turnaround jump shot (off turnover) (under the basket) missed by Dylan James(UGA), rebound offensive (team) UGA",42 - 56,5254279,560924,561259,2024-03-20
2,15:50,Turnover bad pass (in the paint) Desmond Claude(Xav),42 - 56,5254279,560924,561259,2024-03-20
2,16:02,"2pt driving layup (under the basket) made by Noah Thomasson(UGA), assist Blue Cain(UGA)",42 - 56,5254279,560924,561259,2024-03-20
2,16:13,Free throw 2 of 2 made by Desmond Claude(Xav),42 - 54,5254279,560924,561259,2024-03-20
2,16:13,Free throw 1 of 2 made by Desmond Claude(Xav),41 - 54,5254279,560924,561259,2024-03-20
2,16:13,Foul personal (shooting;2 free throws) (in the paint) Russel Tchewa(UGA),40 - 54,5254279,560924,561259,2024-03-20
2,16:28,Substitution Xav: in Kachi Nzeh,40 - 54,5254279,560924,561259,2024-03-20
2,16:28,Substitution Xav: out Abou Ousmane,40 - 54,5254279,560924,561259,2024-03-20
2,16:28,Timeout commercial,40 - 54,5254279,560924,561259,2024-03-20
2,16:29,"3pt jump shot (outside center) missed by Blue Cain(UGA), rebound defensive (team) Xav",40 - 54,5254279,560924,561259,2024-03-20
2,16:38,"3pt jump shot (outside left) missed by Quincy Olivari(Xav), rebound defensive Silas Demary Jr.(UGA)",40 - 54,5254279,560924,561259,2024-03-20
2,16:55,"3pt step back jump shot (outside left) missed by Noah Thomasson(UGA), rebound defensive Lazar Djokovic(Xav)",40 - 54,5254279,560924,561259,2024-03-20
2,17:24,Jump ball held ball UGA,40 - 54,5254279,560924,561259,2024-03-20
2,17:27,"3pt jump shot (outside right) missed by Dayvion McKnight(Xav), rebound defensive Russel Tchewa(UGA)",40 - 54,5254279,560924,561259,2024-03-20
2,17:39,Free throw 1 of 1 (fast break;off turnover) made by Blue Cain(UGA),40 - 54,5254279,560924,561259,2024-03-20
2,17:39,Foul personal (shooting;1 free throw) (inside right) Desmond Claude(Xav),40 - 53,5254279,560924,561259,2024-03-20
2,17:39,"2pt jump shot (off turnover;fast break) (inside right) made by Blue Cain(UGA), assist Silas Demary Jr.(UGA)",40 - 53,5254279,560924,561259,2024-03-20
2,17:42,Turnover bad pass (outside right) Desmond Claude(Xav),40 - 51,5254279,560924,561259,2024-03-20
2,18:04,"3pt step back jump shot (2nd chance) (outside left) made by Noah Thomasson(UGA), assist Russel Tchewa(UGA)",40 - 51,5254279,560924,561259,2024-03-20
2,18:13,"2pt layup (in the paint) missed by Russel Tchewa(UGA), rebound offensive (team) UGA",40 - 48,5254279,560924,561259,2024-03-20
2,18:37,"3pt jump shot (outside center) made by Quincy Olivari(Xav), assist Dayvion McKnight(Xav)",40 - 48,5254279,560924,561259,2024-03-20
2,18:47,"3pt step back jump shot (outside left) missed by Noah Thomasson(UGA), rebound defensive Abou Ousmane(Xav)",37 - 48,5254279,560924,561259,2024-03-20
2,19:05,"Free throw 2 of 2 missed by Desmond Claude(Xav), rebound defensive Dylan James(UGA)",37 - 48,5254279,560924,561259,2024-03-20
2,19:05,Free throw 1 of 2 made by Desmond Claude(Xav),37 - 48,5254279,560924,561259,2024-03-20
2,19:05,Foul personal (shooting;2 free throws) (in the paint) Dylan James(UGA),36 - 48,5254279,560924,561259,2024-03-20
